dataset,basestock,constant,capped_base_stock,exponential_L4_c1_2,normal_std30_L4_c1_2,poisson_L4_c1_2
zinb_pi0p5_r5_p0p1_L4_c1_2_test.json,1972.393,1887.635,1883.06,1879.371244,1883.929667,1882.624339
zinb_pi0p5_r40_p0p8_L4_c1_2_train.json,429.84,416.89,415.5,411.2775581,411.2169737,408.4785499
zinb_pi0p5_r40_p0p8_L4_c1_2_test.json,433.406,417.842,418.512,414.4955712,413.1597643,412.0494435
zinb_pi0p5_r40_p0p6_L4_c1_2_train.json,1105.61,1070.12,1059.78,1052.050629,1060.233877,1055.668271
zinb_pi0p5_r40_p0p6_L4_c1_2_test.json,1127.841,1078.69,1069.832,1065.915752,1071.922029,1070.214852
zinb_pi0p5_r40_p0p4_L4_c1_2_train.json,2595.52,2427.88,2418.16,2404.912748,2410.629127,2401.956213
zinb_pi0p5_r40_p0p4_L4_c1_2_test.json,2553.755,2425.871,2401.023,2397.220067,2407.586017,2400.986717
zinb_pi0p5_r40_p0p3_L4_c1_2_train.json,3884.22,3701.15,3663.74,3645.571233,3661.552607,3660.597054
zinb_pi0p5_r40_p0p3_L4_c1_2_test.json,3934.894,3735.167,3734.607,3689.675395,3696.091268,3695.28834
zinb_pi0p5_r40_p0p2_L4_c1_2_train.json,6735.11,6391.93,6373.76,6348.07222,6364.600483,6352.92646
zinb_pi0p5_r40_p0p2_L4_c1_2_test.json,6687.119,6389.619,6328.03,6318.657508,6371.166652,6325.521637
zinb_pi0p5_r40_p0p1_L4_c1_2_train.json,15263.97,14540.96,14372.1,14325.52844,14371.01568,14355.84178
zinb_pi0p5_r40_p0p1_L4_c1_2_test.json,15256.522,14384.773,14230.659,14275.99906,14286.00155,14275.72956
zinb_pi0p5_r20_p0p8_L4_c1_2_train.json,227.42,217.84,226.05,215.2097801,215.0397375,215.0622549
zinb_pi0p5_r20_p0p8_L4_c1_2_test.json,222.447,214.477,221.318,214.0283324,213.494981,213.7946626
zinb_pi0p5_r20_p0p6_L4_c1_2_train.json,567.04,549.75,546.76,542.6392403,545.5602365,545.2990571
zinb_pi0p5_r20_p0p6_L4_c1_2_test.json,581.718,557.532,554.01,551.9861631,551.6699681,551.5256844
zinb_pi0p5_r20_p0p4_L4_c1_2_train.json,1276.65,1213.92,1211.35,1205.591292,1203.575524,1206.529833
zinb_pi0p5_r20_p0p4_L4_c1_2_test.json,1285.945,1227.188,1217.492,1215.095883,1217.706911,1217.880201
zinb_pi0p5_r20_p0p3_L4_c1_2_train.json,2000.38,1893.99,1884.39,1877.73656,1882.717875,1875.587333
zinb_pi0p5_r20_p0p3_L4_c1_2_test.json,1986.116,1894.152,1880.568,1876.822903,1876.678717,1886.795098
zinb_pi0p5_r20_p0p2_L4_c1_2_train.json,3423.68,3251.16,3229.75,3217.051664,3218.838043,3225.022808
zinb_pi0p5_r20_p0p2_L4_c1_2_test.json,3383.849,3252.627,3219.559,3205.968081,3210.610465,3213.899454
zinb_pi0p5_r20_p0p1_L4_c1_2_train.json,7765.48,7348.09,7306.89,7281.59505,7310.162829,7268.093893
zinb_pi0p5_r20_p0p1_L4_c1_2_test.json,7698.769,7341.984,7234.367,7248.581263,7245.465705,7238.792714
zinb_pi0p5_r2_p0p8_L4_c1_2_train.json,24.66,24.66,24.66,24.6600029,24.66000092,24.66000273
zinb_pi0p5_r2_p0p8_L4_c1_2_test.json,24.412,24.412,24.412,24.41200301,24.41200094,24.41200283
zinb_pi0p5_r2_p0p6_L4_c1_2_train.json,68.7,68.7,68.7,68.62762631,68.42778394,68.60147217
zinb_pi0p5_r2_p0p6_L4_c1_2_test.json,67.328,67.328,67.328,67.6058451,67.61948396,67.52662334
zinb_pi0p5_r2_p0p4_L4_c1_2_train.json,143.46,148.48,143.46,141.7017444,141.8832013,141.8933654
zinb_pi0p5_r2_p0p4_L4_c1_2_test.json,143.494,149.104,143.494,141.5474371,141.6223736,141.6546594
zinb_pi0p5_r2_p0p3_L4_c1_2_train.json,218.15,222.91,219.45,213.5905876,213.6356074,213.6735791
zinb_pi0p5_r2_p0p3_L4_c1_2_test.json,221.286,224.651,222.124,216.6628402,216.8321256,216.7112186
zinb_pi0p5_r2_p0p2_L4_c1_2_train.json,374.45,363.12,372.62,360.9676244,360.8199894,360.4670517
zinb_pi0p5_r2_p0p2_L4_c1_2_test.json,373.906,365.411,370.935,363.3407527,363.3041688,362.733373
zinb_pi0p5_r2_p0p1_L4_c1_2_train.json,834.3,820.37,816.88,812.1023288,811.2819277,815.6441118
zinb_pi0p5_r2_p0p1_L4_c1_2_test.json,843.32,817.344,820.334,815.7739536,816.2310289,815.7775804
zinb_pi0p5_r10_p0p8_L4_c1_2_train.json,115.26,123.58,115.26,111.0925486,111.0337836,110.9452467
zinb_pi0p5_r10_p0p8_L4_c1_2_test.json,117.171,124.984,117.171,116.1353259,115.3484082,115.9203847
zinb_pi0p5_r10_p0p6_L4_c1_2_train.json,298.82,292.23,294.77,284.9956796,284.9571838,284.8412154
zinb_pi0p5_r10_p0p6_L4_c1_2_test.json,298.779,292.948,294.746,285.7769846,285.9068494,286.4218193
zinb_pi0p5_r10_p0p4_L4_c1_2_train.json,662.71,640.19,640.02,633.5453861,634.3237994,634.5147301
zinb_pi0p5_r10_p0p4_L4_c1_2_test.json,650.066,624.415,619.512,621.1791091,617.4192228,618.2829124
zinb_pi0p5_r10_p0p3_L4_c1_2_train.json,1025.62,966.6,969.78,959.2324926,961.2245007,959.8673696
zinb_pi0p5_r10_p0p3_L4_c1_2_test.json,1012.267,969.851,967.605,959.585664,959.2934093,965.7266288
zinb_pi0p5_r10_p0p2_L4_c1_2_train.json,1780.93,1658.54,1655.28,1657.347527,1654.772122,1655.975959
zinb_pi0p5_r10_p0p2_L4_c1_2_test.json,1742.29,1653.562,1645.728,1649.901836,1647.362278,1648.880831
zinb_pi0p5_r10_p0p1_L4_c1_2_train.json,3823.68,3727.89,3673.28,3648.755235,3670.361534,3669.888053
zinb_pi0p5_r10_p0p1_L4_c1_2_test.json,3840.319,3677.965,3645.109,3660.49544,3670.282059,3662.426654
zinb_pi0p3_r5_p0p8_L4_c1_2_train.json,79.04,87.72,79.04,76.68433957,76.68183884,76.68370434
zinb_pi0p3_r5_p0p8_L4_c1_2_test.json,79.696,87.762,79.696,77.25788082,77.26936166,77.28608047
zinb_pi0p3_r5_p0p6_L4_c1_2_train.json,187.01,173.94,185.78,171.0331349,171.0251986,171.1282714
zinb_pi0p3_r5_p0p6_L4_c1_2_test.json,187.316,173.708,186.085,170.9642684,171.1036069,170.7848156
zinb_pi0p3_r5_p0p4_L4_c1_2_train.json,407.15,357.82,369.45,354.1039755,355.0408019,354.9242841
zinb_pi0p3_r5_p0p4_L4_c1_2_test.json,395.82,356.525,367.022,355.2401878,356.6981753,357.0351288
zinb_pi0p3_r5_p0p3_L4_c1_2_train.json,597.78,543.48,529.27,529.9150749,529.3434878,529.2147589
zinb_pi0p3_r5_p0p3_L4_c1_2_test.json,600.098,542.043,531.939,532.1574814,532.0347241,531.9315821
zinb_pi0p3_r5_p0p2_L4_c1_2_train.json,1039.37,942.18,922.37,922.1305375,922.2910045,919.571253
zinb_pi0p3_r5_p0p2_L4_c1_2_test.json,1018.49,907.577,895.189,892.7877728,892.5658257,892.6200989
zinb_pi0p3_r5_p0p1_L4_c1_2_train.json,2269.78,1962.34,1956.4,1948.892503,1949.698653,1947.809316
zinb_pi0p3_r5_p0p1_L4_c1_2_test.json,2242.618,1991.454,1969.248,1968.526452,1970.602582,1966.089119
zinb_pi0p3_r40_p0p8_L4_c1_2_train.json,468.48,427.4,413.07,412.0401302,414.6362181,412.2041539
zinb_pi0p3_r40_p0p8_L4_c1_2_test.json,485.052,435.241,419.831,419.9442354,420.701029,421.7730999
zinb_pi0p3_r40_p0p6_L4_c1_2_train.json,1228.98,1101.04,1070.37,1065.479786,1065.620769,1067.027062
zinb_pi0p3_r40_p0p6_L4_c1_2_test.json,1227.674,1078.002,1053.335,1057.147816,1051.453312,1057.209389
zinb_pi0p3_r40_p0p4_L4_c1_2_train.json,2721.79,2421.88,2363.06,2366.069368,2362.306957,2368.778951
zinb_pi0p3_r40_p0p4_L4_c1_2_test.json,2709.641,2409.245,2345.956,2344.856789,2349.791683,2359.009186
zinb_pi0p3_r40_p0p3_L4_c1_2_train.json,4118.79,3585.16,3511.09,3515.772971,3520.298807,3510.782401
zinb_pi0p3_r40_p0p3_L4_c1_2_test.json,4181.183,3651.381,3580.421,3589.34778,3594.94599,3582.488037
zinb_pi0p3_r40_p0p2_L4_c1_2_train.json,7279.22,6285.83,6174.51,6170.418315,6177.743787,6169.246955
zinb_pi0p3_r40_p0p2_L4_c1_2_test.json,7133.046,6343.303,6161.807,6176.371275,6189.835953,6168.727104
zinb_pi0p3_r40_p0p1_L4_c1_2_train.json,16170.3,14239,14062.75,14057.1421,14068.74687,14062.56581
zinb_pi0p3_r40_p0p1_L4_c1_2_test.json,16092.95,14338.926,13940.948,13998.49729,13954.53125,13940.63324
zinb_pi0p3_r20_p0p8_L4_c1_2_train.json,252.02,223.73,240.33,221.2930367,221.6650423,221.1299646
zinb_pi0p3_r20_p0p8_L4_c1_2_test.json,256.365,228.218,244.555,225.9520008,226.1679406,226.1135377
zinb_pi0p3_r20_p0p6_L4_c1_2_train.json,646.92,564.89,585.52,558.5033768,558.4829751,558.2699154
zinb_pi0p3_r20_p0p6_L4_c1_2_test.json,642.242,565.882,581.818,559.7158255,558.6129638,557.6772456
zinb_pi0p3_r20_p0p4_L4_c1_2_train.json,1384.4,1235.39,1203.25,1194.305205,1197.355872,1198.242122
zinb_pi0p3_r20_p0p4_L4_c1_2_test.json,1400.887,1234.596,1208.4,1208.574736,1210.01305,1211.892932
zinb_pi0p3_r20_p0p3_L4_c1_2_train.json,2164.96,1895.68,1863.46,1861.20285,1861.888941,1862.191935
zinb_pi0p3_r20_p0p3_L4_c1_2_test.json,2161.128,1919.098,1860.474,1867.239578,1863.684594,1862.699862
zinb_pi0p3_r20_p0p2_L4_c1_2_train.json,3744.09,3274.42,3196.92,3195.778434,3199.441892,3194.040046
zinb_pi0p3_r20_p0p2_L4_c1_2_test.json,3668.531,3227.639,3150.141,3171.892076,3159.8386,3152.698525
zinb_pi0p3_r20_p0p1_L4_c1_2_train.json,8333.88,7405.03,7258.37,7256.22105,7262.929347,7257.117578
zinb_pi0p3_r20_p0p1_L4_c1_2_test.json,8259.177,7318.445,7143.306,7174.266839,7153.154865,7166.896096
zinb_pi0p3_r2_p0p8_L4_c1_2_train.json,34.3,34.3,34.3,34.30000123,34.30000048,34.30000116
zinb_pi0p3_r2_p0p8_L4_c1_2_test.json,35.106,35.106,35.106,35.106001,35.10600038,35.10600094
zinb_pi0p3_r2_p0p6_L4_c1_2_train.json,88.28,96.54,88.28,86.10313701,85.99056675,85.96974469
zinb_pi0p3_r2_p0p6_L4_c1_2_test.json,88.518,94.764,88.524,86.00607438,86.03266238,86.07765292
zinb_pi0p3_r2_p0p4_L4_c1_2_train.json,179.59,167.27,179.9,167.0089473,167.2186933,167.3225176
zinb_pi0p3_r2_p0p4_L4_c1_2_test.json,179.309,167.073,179.518,166.5247621,166.3381632,167.0896604
zinb_pi0p3_r2_p0p3_L4_c1_2_train.json,268.76,259,264.13,247.6457377,247.8092034,247.8770257
zinb_pi0p3_r2_p0p3_L4_c1_2_test.json,272.649,264.27,268.001,252.1840446,252.1849644,253.0511852
zinb_pi0p3_r2_p0p2_L4_c1_2_train.json,470.59,438.86,447.36,432.0216583,433.0835236,433.1091152
zinb_pi0p3_r2_p0p2_L4_c1_2_test.json,456.516,421.427,432.209,418.9325665,418.7689417,419.1622462
zinb_pi0p3_r2_p0p1_L4_c1_2_train.json,988.09,902.94,915.36,894.3723233,896.6943379,897.1603902
zinb_pi0p3_r2_p0p1_L4_c1_2_test.json,1003.293,919.219,929.512,911.9050698,913.9672678,914.8627701
zinb_pi0p3_r10_p0p8_L4_c1_2_train.json,142.59,128.59,143.51,127.685082,127.7576038,127.6367081
